GCF_000001985.1	Talaromyces marneffei ATCC 18224
GCF_001279585.1	Nocardiopsis sp. NRRL B-16309
GCF_001279695.1	Streptomyces sp. WM6378
GCF_001279725.1	Streptomyces sp. WM4235
GCF_001279985.1	Streptomyces sp. AS58
GCF_001280225.1	Buchnera aphidicola (Aphis glycines)
GCF_001280435.1	Mangrovimonas sp. ST2L12
GCF_001280515.1	Mangrovimonas sp. ST2L15
GCF_001280565.1	Sulfobacillus thermosulfidooxidans
GCF_001280865.1	Polaribacter dokdonensis DSW-5
GCF_001280875.1	Sellimonas intestinalis
GCF_001281045.1	Spiroplasma cantharicola
GCF_001281115.1	Arthrobacter sp. LS16
GCF_001281175.1	Lactobacillus apinorum
GCF_001281385.1	Candidatus Thioglobus singularis PS1
GCF_001281405.1	Bartonella ancashensis
GCF_001281465.1	Cupriavidus gilardii CR3
GCF_001281505.1	Lawsonella clevelandensis
GCF_001281525.1	Lysinibacillus macroides
GCF_001281695.1	bacterium 336/3 Bacteria.
GCF_001282665.1	Clostridiales bacterium mt11
GCF_001282685.1	Niameybacter massiliensis
GCF_001282725.1	Inediibacterium massiliense
GCF_001282785.1	Halolamina sediminis
GCF_001282945.1	Helicobacter ailurogastricus
GCF_001283065.1	Helicobacter heilmannii
GCF_001286805.1	Kallipyga gabonensis
GCF_001291445.1	Mycolicibacterium mucogenicum
GCF_001292625.1	Shimia sp. SK013
GCF_001292705.1	Marinagarivorans algicola
GCF_001293165.1	Candidatus Thioglobus autotrophicus
GCF_001293525.1	Ideonella sakaiensis
GCF_001293545.1	Ardenticatena maritima
GCF_001294205.1	Amantichitinum ursilacus
GCF_001294365.1	Thermoactinomyces vulgaris
GCF_001294445.1	Comamonas kerstersii
GCF_001294455.1	Phaeobacter sp. 11ANDIMAR09
GCF_001294465.1	Moellerella wisconsensis ATCC 35017
GCF_001294535.1	Pseudorhodobacter psychrotolerans
GCF_001294745.1	Idiomarina zobellii
GCF_001295365.1	Parageobacillus thermoglucosidasius
GCF_001295775.1	beta proteobacterium AAP99
GCF_001295795.1	Novosphingobium sp. AAP83
GCF_001295845.1	Rhodopseudomonas sp. AAP120
GCF_001295865.1	beta proteobacterium AAP65
GCF_001295905.1	beta proteobacterium AAP51
GCF_001295935.1	alpha proteobacterium AAP81b
GCF_001296005.1	alpha proteobacterium AAP38
GCF_001296025.1	Porphyrobacter sp. AAP60
GCF_001296055.1	Novosphingobium sp. AAP93
GCF_001297765.1	Trabulsiella odontotermitis
GCF_001298135.1	Oceanobacillus caeni
GCF_001298265.1	Bosea vaviloviae
GCF_001298465.1	Campylobacter concisus
GCF_001298575.1	Actinobacteria bacterium OK074
GCF_001298625.1	Saccharomyces eubayanus
GCF_001298675.1	Acidovorax caeni
GCF_001298735.1	Propionispora sp. 2/2-37
GCF_001299255.1	Phialophora attae
GCF_001299455.1	Clostridiales bacterium SIT11
GCF_001299475.1	Neofamilia massiliensis
GCF_001302245.1	Chitinophagaceae bacterium PMP191F
GCF_001302565.1	Glutamicibacter halophytocola
GCF_001302585.1	Kibdelosporangium phytohabitans
GCF_001303875.1	Gemmobacter sp. LW-1
GCF_001304615.1	Methanosarcina flavescens
GCF_001305115.1	Clostridia bacterium UC5.1-1E11
GCF_001305135.1	Clostridia bacterium UC5.1-1D1
GCF_001305295.1	Neptunomonas antarctica
GCF_001305515.1	Prosthecomicrobium hirschii
GCF_001305595.1	Azospirillum thiophilum
GCF_001305615.1	Confluentimicrobium sp. EMB200-NS6
GCF_001305655.1	Halanaeroarchaeum sulfurireducens
GCF_001305965.1	Erythrobacter sp. SG61-1L
GCF_001306135.1	Herpetosiphon geysericola
GCF_001306145.1	Thermanaerothrix daxensis
GCF_001306415.1	Croceitalea dokdonensis DOKDO 023
GCF_001306455.1	Jiulongibacter sediminis
GCF_001306995.1	Xanthomonas sp. Mitacek01
GCF_001307035.1	Arthrobacter sp. Edens01
GCF_001307195.1	Acinetobacter equi
GCF_001307545.1	Mycobacterium fortuitum
GCF_001307765.1	Aliiroseovarius crassostreae
GCF_001307855.1	Rhodocyclaceae bacterium Paddy-1
GCF_001308005.1	Neisseria sp. 74A18
GCF_001308105.1	Persicobacter sp. JZB09
GCF_001308145.2	Weissella cibaria
GCF_001310225.1	Algibacter alginicilyticus
GCF_001310255.1	Brevundimonas sp. DS20
GCF_001310275.1	Nocardia arizonensis
GCF_001310455.1	Photobacterium sp. JCM 19050
GCF_001310595.1	Bacillus sp. JCM 19035
GCF_001310615.1	Thalassobacillus sp. C254
GCF_001310815.1	Pseudovibrio denitrificans JCM 12308
GCF_001310955.1	Marinifilum fragile JCM 15579
GCF_001311035.1	[Clostridium] glycyrrhizinilyticum JCM 13369
GCF_001311075.1	Lactobacillus similis DSM 23365 = JCM 2765
GCF_001311175.1	Lactobacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106
GCF_001311195.1	Lactobacillus camelliae DSM 22697 = JCM 13995
GCF_001311355.1	Lactobacillus parafarraginis DSM 18390 = JCM 14109
GCF_001311375.1	Lactobacillus equigenerosi DSM 18793 = JCM 14505
GCF_001311785.1	Lactobacillus saniviri JCM 17471 = DSM 24301
GCF_001311825.1	Desulfovibrio brasiliensis JCM 12178
GCF_001311845.1	Desulfosarcina cetonica JCM 12296
GCF_001311885.1	Syntrophomonas palmitatica JCM 14374
GCF_001311905.1	Calditerricola satsumensis JCM 14719
GCF_001311925.1	Cellulosilyticum ruminicola JCM 14822
GCF_001312005.1	Methylomonas koyamae JCM 16701
GCF_001312345.1	Methylogaea oryzae JCM 16910
GCF_001312505.1	Ruminococcus faecis JCM 15917
GCF_001312845.1	Lactobacillus collinoides DSM 20515 = JCM 1123
GCF_001312865.1	Lactobacillus thailandensis DSM 22698 = JCM 13996
GCF_001312925.1	Rhodococcus sp. HA99
GCF_001314225.1	Microbacterium sp. No. 7
GCF_001314305.1	Stenotrophomonas acidaminiphila
GCF_001314325.1	Sphingopyxis macrogoltabida
GCF_001314945.1	Lactobacillus kunkeei
GCF_001314975.1	Bacteroides thetaiotaomicron
GCF_001314995.1	Bacteroides ovatus
GCF_001315015.1	Azospirillum brasilense
GCF_001316045.1	Sulfolobus metallicus DSM 6482 = JCM 9184
GCF_001316065.1	Aeropyrum camini SY1 = JCM 12091
GCF_001316085.1	Sulfolobus sp. JCM 16833
GCF_001316245.1	Vulcanisaeta sp. JCM 14467
GCF_001316435.1	Caloranaerobacter sp. TR13
GCF_001317345.1	Thermococcus sp. EP1
GCF_001317355.1	Oxobacter pfennigii
GCF_001318345.1	Bacteroides cellulosilyticus
GCF_001318405.1	Enterococcus cecorum
GCF_001329695.1	Rhodotorula graminis WP1
GCF_001373415.1	Paenibacillus sp. FF9
GCF_001373515.1	Mycobacterium europaeum
GCF_001375495.1	Flaviflexus massiliensis
GCF_001375555.1	Numidum massiliense
GCF_001375655.1	Streptococcus varani
GCF_001399455.2	Vibrio bivalvicida
GCF_001399675.1	Alicyclobacillus ferrooxydans
GCF_001399755.1	Thiohalorhabdus denitrificans
GCF_001399775.1	Thermus aquaticus Y51MC23
GCF_001401775.1	Shewanella sp. P1-14-1
GCF_001402875.1	Blastochloris viridis
GCF_001402945.1	Acidiplasma aeolicum
GCF_001403615.1	Desnuesiella massiliensis
GCF_001403635.1	Clostridium sp. ND2
GCF_001403735.1	Jannaschia rubra
GCF_001403795.1	Jannaschia donghaensis
GCF_001403875.1	Paenibacillus ihumii
GCF_001404055.1	Labrenzia alba
GCF_001404335.1	Faecalicatena contorta
GCF_001404455.1	Blautia obeum
GCF_001404515.1	Labrenzia alba
GCF_001405015.1	Clostridium disporicum
GCF_001405615.1	Roseburia faecis
GCF_001407835.1	Lagierella massiliensis
GCF_001408335.1	Kocuria salsicia
GCF_001408515.1	Jannaschia seosinensis
GCF_001411495.1	Burkholderia cepacia ATCC 25416
GCF_001411945.1	Loktanella sp. 1ANDIMAR09
GCF_001412105.1	Corynebacterium oculi
GCF_001412215.1	Pedobacter sp. Hv1
GCF_001412575.1	Limnohabitans sp. 103DPR2
GCF_001412595.1	Massilia sp. WG5
GCF_001412615.1	Pyrodictium delaneyi
GCF_001413925.1	Nonlabens sp. YIK11
GCF_001413955.1	Flagellimonas eckloniae
GCF_001413985.1	Deinococcus sp. UR1
GCF_001414325.1	Lachnospiraceae bacterium TF01-11
GCF_001417755.1	Nonomuraea sp. NBRC 110462
GCF_001417815.1	Bifidobacterium aesculapii
GCF_001417955.2	Mycobacterium gordonae
GCF_001418005.1	Chelatococcus sambhunathii
GCF_001418015.1	Lacinutrix mariniflava
GCF_001418035.1	Gulbenkiania indica
GCF_001418105.1	Lacinutrix himadriensis
GCF_001418205.1	Marinomonas fungiae
GCF_001418245.1	Tepidiphilus thermophilus
GCF_001418255.1	Thiomonas bhubaneswarensis
GCF_001418335.1	Streptomyces aurantiacus
GCF_001418345.1	Idiomarina woesei
GCF_001418415.1	Streptomyces hirsutus
GCF_001418465.1	Streptomyces kanamyceticus
GCF_001418475.1	Streptomyces ossamyceticus
GCF_001418495.1	Streptomyces pathocidini
GCF_001418575.1	Streptomyces griseoplanus
GCF_001418585.1	Streptomyces griseoruber
GCF_001418655.1	Streptomyces phaeochromogenes
GCF_001418685.1	Apibacter mensalis
GCF_001418715.1	Thermococcus thioreducens
GCF_001419695.1	Streptomyces prasinopilosus
GCF_001419745.1	Streptomyces silaceus
GCF_001420005.1	Loktanella sp. 3ANDIMAR09
GCF_001420285.1	Chryseobacterium aquaticum
GCF_001420315.1	Bosea thiooxidans
GCF_001420595.1	Bacillus solani
GCF_001420645.1	Bacillus plakortidis
GCF_001420695.1	Brevibacillus choshinensis
GCF_001420715.1	Bacillus shackletonii
GCF_001420855.1	Bacillus thuringiensis
GCF_001420915.1	Agarivorans gilvus
GCF_001420995.1	Pseudonocardia sp. EC080619-01
GCF_001421015.1	Paenibacillus bovis
GCF_001421015.2	Paenibacillus bovis
GCF_001421285.1	Sphingomonas sp. Leaf11
GCF_001421325.1	Novosphingobium sp. Leaf2
GCF_001421505.1	Sphingomonas sp. Leaf17
GCF_001421565.1	Agromyces sp. Leaf222
GCF_001421665.1	Sphingobium sp. Leaf26
GCF_001421705.1	Xylophilus sp. Leaf220
GCF_001421785.1	Sphingomonas sp. Leaf33
GCF_001421805.1	Sphingomonas sp. Leaf34
GCF_001421995.1	Sphingomonas sp. Leaf231
GCF_001422145.1	Frigoribacterium sp. Leaf254
GCF_001422205.1	Curtobacterium sp. Leaf261
GCF_001422215.1	Methylobacterium sp. Leaf89
GCF_001422375.1	Methylobacterium sp. Leaf99
GCF_001422405.1	Pseudorhodoferax sp. Leaf267
GCF_001422445.1	Pseudorhodoferax sp. Leaf274
GCF_001422605.1	Erwinia sp. Leaf53
GCF_001423045.1	Rathayibacter sp. Leaf296
GCF_001423105.1	Frondihabitans sp. Leaf304
GCF_001423135.1	Nocardioides sp. Leaf307
GCF_001423185.1	Plantibacter sp. Leaf314
GCF_001423245.1	Aureimonas sp. Leaf324
GCF_001423365.1	Aeromicrobium sp. Leaf291
GCF_001423695.1	Leifsonia sp. Leaf336
GCF_001423765.1	Sphingomonas sp. Leaf343
GCF_001423845.1	Sphingomonas sp. Leaf357
GCF_001423885.1	Rathayibacter sp. Leaf185
GCF_001423985.1	Flavobacterium sp. Leaf359
GCF_001424025.1	Brevundimonas sp. Leaf363
GCF_001424145.1	Chryseobacterium sp. Leaf404
GCF_001424165.1	Massilia sp. Leaf139
GCF_001424265.1	Acidovorax sp. Leaf160
GCF_001424385.1	Curtobacterium sp. Leaf183
GCF_001424455.1	Geodermatophilus sp. Leaf369
GCF_001424485.1	Modestobacter sp. Leaf380
GCF_001424525.1	Methylobacterium sp. Leaf399
GCF_001424545.1	Ramlibacter sp. Leaf400
GCF_001424565.1	Arthrobacter sp. Leaf141
GCF_001424585.1	Chryseobacterium sp. Leaf180
GCF_001424665.1	Methylophilus sp. Leaf416
GCF_001424685.1	Aureimonas sp. Leaf454
GCF_001424755.1	Marmoricola sp. Leaf446
GCF_001424785.1	Rhizobacter sp. Root29
GCF_001424795.1	Aminobacter sp. Root100
GCF_001424905.1	Leifsonia sp. Root112D2
GCF_001424985.1	Rhizobium sp. Root1212
GCF_001425085.1	Leifsonia sp. Root4
GCF_001425305.1	Phenylobacterium sp. Root1290
GCF_001425325.1	Leifsonia sp. Root1293
GCF_001425405.1	Sphingomonas sp. Leaf412
GCF_001425465.1	Methylobacterium sp. Leaf456
GCF_001425575.1	Aurantimonas sp. Leaf443
GCF_001425785.1	Rhizobacter sp. Root1221
GCF_001425835.1	Afipia sp. Root123D2
GCF_001425865.1	Rhizobacter sp. Root404
GCF_001425945.1	Brevundimonas sp. Root1279
GCF_001426185.1	Rhodococcus sp. Leaf247
GCF_001426195.1	Sphingomonas sp. Leaf339
GCF_001426225.1	Bosea sp. Leaf344
GCF_001426345.1	Devosia sp. Root436
GCF_001426435.1	Angustibacter sp. Root456
GCF_001426485.1	Aeromicrobium sp. Root472D3
GCF_001426545.1	Mycobacterium sp. Root135
GCF_001426665.1	Rhizobium sp. Root1334
GCF_001426755.1	Aeromicrobium sp. Root495
GCF_001426925.1	Microbacterium sp. Root53
GCF_001426945.1	Pseudolabrys sp. Root1462
GCF_001426965.1	Mesorhizobium sp. Root1471
GCF_001427085.1	Sphingopyxis sp. Root1497
GCF_001427145.1	Microbacterium sp. Root166
GCF_001427225.1	Lysobacter sp. Root494
GCF_001427385.1	Mesorhizobium sp. Root157
GCF_001427525.1	Microbacterium sp. Root61
GCF_001427625.1	Rhizobium sp. Root651
GCF_001427705.1	Pelomonas sp. Root662
GCF_001427795.1	Nocardioides sp. Root682
GCF_001427825.1	Brevundimonas sp. Root608
GCF_001427865.1	Altererythrobacter sp. Root672
GCF_001427875.1	Devosia sp. Root685
GCF_001427915.1	Phycicoccus sp. Root563
GCF_001427925.1	Nocardioides sp. Root151
GCF_001427985.1	Knoellia sp. Soil729
GCF_001428025.1	Phycicoccus sp. Soil748
GCF_001428065.1	Tetrasphaera sp. Soil756
GCF_001428125.1	Nocardioides sp. Soil774
GCF_001428255.1	Agromyces sp. Soil535
GCF_001428305.1	Janibacter sp. Soil728
GCF_001428365.1	Arthrobacter sp. Soil763
GCF_001428405.1	Frateuria sp. Soil773
GCF_001428435.1	Arthrobacter sp. Soil782
GCF_001428485.1	Microbacterium sp. Root180
GCF_001428545.1	Noviherbaspirillum sp. Root189
GCF_001428565.1	Nocardioides sp. Root190
GCF_001428645.1	Acidovorax sp. Root217
GCF_001428745.1	Leifsonia sp. Root227
GCF_001428765.1	Nocardioides sp. Root79
GCF_001428805.1	Aeromicrobium sp. Root236
GCF_001428865.1	Sphingomonas sp. Root241
GCF_001428895.1	Mycobacterium sp. Root265
GCF_001429025.1	Phenylobacterium sp. Root700
GCF_001429255.1	Cellulomonas sp. Root930
GCF_001429315.1	Lysobacter sp. Root96
GCF_001429395.1	Bosea sp. Root381
GCF_001429505.1	Bosea sp. Root483D1
GCF_001429555.1	Nocardioides sp. Soil797
GCF_001429625.1	Nocardioides sp. Soil805
GCF_001429685.1	Phycicoccus sp. Soil803
GCF_001429705.1	Yonghaparkia sp. Soil809
GCF_001429805.1	Kitasatospora sp. Root187
GCF_001431195.1	Virgibacillus soli
GCF_001431315.1	Candidatus Berkiella cookevillensis
GCF_001431365.1	Salegentibacter mishustinae
GCF_001431405.1	Pseudoxanthomonas dokdonensis
GCF_001431485.1	Stenotrophomonas ginsengisoli
GCF_001431505.1	Stenotrophomonas daejeonensis
GCF_001431525.1	Stenotrophomonas koreensis
GCF_001431535.1	Stenotrophomonas chelatiphaga
GCF_001431645.1	Stenotrophomonas panacihumi
GCF_001431705.1	Ferrovum sp. JA12
GCF_001431725.1	Halomonas huangheensis
GCF_001432245.1	Staphylococcus equorum
GCF_001432305.1	Curvibacter sp. PAE-UM
GCF_001433395.1	Bordetella sp. N
GCF_001433765.1	Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001
GCF_001433995.1	Lactobacillus kimchicus JCM 15530
GCF_001434225.1	Lactobacillus nagelii DSM 13675
GCF_001434255.1	Lactobacillus diolivorans DSM 14421
GCF_001434275.1	Lactobacillus mindensis DSM 14500
GCF_001434295.1	Lactobacillus versmoldensis DSM 14857 = KCTC 3814
GCF_001434315.1	Lactobacillus oligofermentans DSM 15707 = LMG 22743
GCF_001434335.1	Lactobacillus kalixensis DSM 16043
GCF_001434365.1	Lactobacillus gastricus DSM 16045
GCF_001434475.1	Lactobacillus suebicus DSM 5007 = KCTC 3549
GCF_001434535.1	Lactobacillus animalis KCTC 3501 = DSM 20602
GCF_001434555.1	Lactobacillus amylotrophicus DSM 20534
GCF_001434575.1	Lactobacillus bifermentans DSM 20003
GCF_001434665.1	Lactobacillus tucceti DSM 20183
GCF_001434695.1	Lactobacillus algidus DSM 15638
GCF_001434705.1	Lactobacillus nasuensis JCM 17158
GCF_001434745.1	Lactobacillus alimentarius DSM 20249
GCF_001434815.1	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162
GCF_001434835.1	Lactobacillus acidifarinae DSM 19394
GCF_001434845.1	Lactobacillus hordei DSM 19519
GCF_001434895.1	Lactobacillus odoratitofui DSM 19909 = JCM 15043
GCF_001434915.1	Lactobacillus capillatus DSM 19910
GCF_001434935.1	Lactobacillus uvarum DSM 19971
GCF_001435035.1	Lactobacillus manihotivorans DSM 13343 = JCM 12514
GCF_001435095.1	Lactobacillus spicheri DSM 15429
GCF_001435195.1	Lactobacillus satsumensis DSM 16230 = JCM 12392
GCF_001435235.1	Lactobacillus ghanensis DSM 18630
GCF_001435295.1	Psychrobacter sp. P11F6
GCF_001435325.1	Lactobacillus intestinalis DSM 6629
GCF_001435345.1	Lactobacillus pontis DSM 8475
GCF_001435445.1	Lactobacillus paralimentarius DSM 13961 = JCM 10707
GCF_001435585.1	Lactobacillus perolens DSM 12744
GCF_001435835.1	Lactobacillus concavus DSM 17758
GCF_001435935.1	Lactobacillus panis DSM 6035
GCF_001435995.1	Lactobacillus ozensis DSM 23829 = JCM 17196
GCF_001436045.1	Lactobacillus frumenti DSM 13145
GCF_001436095.1	Lactobacillus dextrinicus DSM 20335
GCF_001436115.1	Lactobacillus brantae DSM 23927
GCF_001436215.1	Lactobacillus agilis DSM 20509
GCF_001436225.1	Lactobacillus sharpeae JCM 1186 = DSM 20505
GCF_001436255.1	Lactobacillus rapi DSM 19907 = JCM 15042
GCF_001436275.1	Lactobacillus oeni DSM 19972
GCF_001436295.1	Lactobacillus vaccinostercus DSM 20634
GCF_001436315.1	Lactobacillus aviarius subsp. aviarius DSM 20655
GCF_001436395.1	Lactobacillus malefermentans DSM 5705 = KCTC 3548
GCF_001436415.1	Lactobacillus graminis DSM 20719
GCF_001436505.1	Lactobacillus rennini DSM 20253
GCF_001436555.1	Lactobacillus senioris DSM 24302 = JCM 17472
GCF_001436605.1	Lactobacillus floricola DSM 23037 = JCM 16512
GCF_001436645.1	Lactobacillus florum DSM 22689 = JCM 16035
GCF_001436735.1	Lactobacillus cacaonum DSM 21116
GCF_001436755.1	Lactobacillus aquaticus DSM 21051
GCF_001437015.1	Atopobium minutum
GCF_001437055.1	Lactobacillus secaliphilus
GCF_001437075.1	Pediococcus stilesii
GCF_001437125.1	Lactobacillus paucivorans
GCF_001437205.1	Lactobacillus selangorensis
GCF_001437355.1	Weissella viridescens
GCF_001437405.1	Pediococcus ethanolidurans
GCF_001437425.1	Weissella minor
GCF_001437435.1	Lactobacillus siliginis
GCF_001437605.1	Pediococcus argentinicus
GCF_001438655.1	Pediococcus cellicola
GCF_001438695.1	Fructobacillus fructosus KCTC 3544
GCF_001438705.1	Weissella kandleri
GCF_001438725.1	Pediococcus inopinatus
GCF_001438805.1	Lactobacillus kimchiensis
GCF_001438845.1	Lactobacillus xiangfangensis
GCF_001439585.2	Aneurinibacillus sp. XH2
GCF_001439625.1	Bacillus sp. FJAT-25496
GCF_001439635.1	Bacillus cecembensis
GCF_001439665.1	Formosa algae
GCF_001439915.1	Bacillus humi
GCF_001439965.1	Bacillus farraginis
GCF_001440405.1	Bradyrhizobium valentinum
GCF_001440475.1	Bradyrhizobium lablabi
GCF_001440545.1	Caloramator mitchellensis
GCF_001441165.1	Acidipropionibacterium acidipropionici
GCF_001441535.1	Altererythrobacter troitsensis
GCF_001441615.1	Roseovarius atlanticus
GCF_001441635.1	Roseovarius indicus
GCF_001442515.1	Lysobacter enzymogenes
GCF_001442535.1	Lysobacter antibioticus
GCF_001442615.1	Algoriphagus resistens
GCF_001442785.1	Lysobacter capsici
GCF_001443605.1	Salinivirga cyanobacteriivorans
GCF_001443675.1	endosymbiont of Ridgeia piscesae
GCF_001444365.1	Colwellia sp. MT41
GCF_001444405.1	Pseudoalteromonas phenolica
GCF_001444425.1	Pseudohongiella spirulinae
GCF_001444445.1	Prevotella enoeca
GCF_001446935.1	Pseudomonas sp. TTU2014-080ASC
GCF_001447195.1	Aquabacterium parvum
GCF_001447335.1	Aeromonas schubertii
GCF_001447935.1	Debaryomyces fabryi
GCF_001449105.1	Caulobacter vibrioides
GCF_001449115.1	Terracidiphilus gabretensis
GCF_001454945.1	Intestinimonas butyriciproducens
GCF_001456025.1	Mastigocoleus testarum BC008
GCF_001456065.2	Clostridium butyricum
GCF_001456215.1	Staphylococcus aureus
GCF_001456315.1	Xylella fastidiosa
GCF_001457415.1	Gorillibacterium timonense
GCF_001457455.1	Corynebacterium diphtheriae
GCF_001457475.1	Achromobacter xylosoxidans
GCF_001457795.1	Olsenella sp. SIT9
GCF_001457815.1	Vitreoscilla massiliensis
GCF_001458115.1	Gracilibacillus massiliensis
GCF_001458175.1	Shimia marina
GCF_001458215.1	Phaeobacter sp. CECT 7735
GCF_001458315.1	Thalassobacter stenotrophicus
GCF_001458335.1	Thalassobius activus
GCF_001458355.1	Thalassobius gelatinovorus
GCF_001458375.1	Tropicibacter naphthalenivorans
GCF_001458395.1	Leisingera aquaemixtae
GCF_001458415.1	Epibacterium multivorans
GCF_001458435.1	Thalassobius mediterraneus
GCF_001458475.1	Kingella kingae
GCF_001458595.1	Clostridium neonatale
GCF_001459095.1	Dehalococcoides mccartyi
GCF_001460635.1	Helicobacter typhlonius
GCF_001460935.1	bacterium 2013Arg42i Bacteria.
GCF_001461035.1	Acetivibrio ethanolgignens
GCF_001462175.1	Psychrobacter sp. ENNN9_III
GCF_001462205.1	Haloparvum sedimenti
GCF_001462395.1	Pyrodictium occultum
GCF_001463885.1	Aureimonas altamirensis
GCF_001465295.1	Pseudoalteromonas translucida KMM 520
GCF_001465835.2	Planococcus kocurii
GCF_001465855.1	Rathayibacter toxicus
GCF_001465875.1	Legionella saoudiensis
GCF_001466305.1	Defluviitalea phaphyphila
GCF_001466665.1	Dehalogenimonas alkenigignens
GCF_001467025.1	Legionella brunensis
GCF_001467035.1	Legionella cherrii
GCF_001467055.1	Legionella adelaidensis
GCF_001467505.1	Legionella birminghamensis
GCF_001467535.1	Legionella worsleiensis
GCF_001467645.1	Legionella geestiana
GCF_001467745.1	Legionella jamestowniensis
GCF_001467765.1	Legionella jordanis
GCF_001467785.1	Legionella israelensis
GCF_001467825.1	Legionella londiniensis
GCF_001467895.1	Legionella nautarum
GCF_001467975.1	Legionella quinlivanii
GCF_001468035.1	Legionella tucsonensis
GCF_001468085.1	Legionella waltersii
GCF_001468125.1	Legionella rubrilucens
GCF_001468165.1	Legionella spiritensis
GCF_001468395.1	Sphingopyxis sp. H073
GCF_001469165.1	Thiohalocapsa sp. ML1
GCF_001469845.1	Sphingomonas sp. WG
GCF_001469865.1	Haloferax sp. SB29
GCF_001469965.1	Halothiobacillus sp. XI15
GCF_001471555.1	Staphylococcus capitis
GCF_001475745.1	Curtobacterium oceanosedimentum
GCF_001475935.1	Aureimonas ureilytica
GCF_001476195.1	Kocuria kristinae
GCF_001476695.1	Novosphingobium barchaimii
GCF_001476815.1	Pseudacidovorax intermedius
GCF_001477055.1	Leucobacter chromiiresistens
GCF_001477535.1	Pneumocystis jirovecii RU7
GCF_001477545.1	Pneumocystis carinii B80
GCF_001477625.1	Paucibacter sp. KCTC 42545
GCF_001477655.1	Methanobrevibacter millerae
GCF_001481295.1	Candidatus Methanomethylophilus sp. 1R26
GCF_001481375.1	Ruthenibacterium lactatiformans
GCF_001481775.1	Trichoderma gamsii
GCF_001482195.1	Luteimonas abyssi
GCF_001482365.1	Kocuria flava
GCF_001482385.1	Pseudoalteromonas rubra
GCF_001482405.1	Ponticoccus marisrubri
GCF_001483135.1	Solirubrum puertoriconensis
GCF_001483385.1	Tenacibaculum dicentrarchi
GCF_001483765.1	Nesterenkonia jeotgali
GCF_001483845.1	Campylobacter coli
GCF_001483865.1	Roseateles depolymerans
GCF_001483965.1	Carnobacterium sp. CP1
GCF_001484065.1	Pannonibacter phragmitetus
GCF_001484195.1	Thermococcus celericrescens
GCF_001484605.1	Pseudarthrobacter sulfonivorans
GCF_001484935.1	Acinetobacter johnsonii XBB1
GCF_001484965.1	Bacillus shacheensis
GCF_001485185.1	Clostridium ventriculi
GCF_001485475.1	Tepidanaerobacter syntrophicus
GCF_001485495.1	Gordonia desulfuricans NBRC 100010
GCF_001486165.1	Bittarella massiliensis
GCF_001486445.1	Eggerthellaceae bacterium AT8
GCF_001486525.1	Vibrio crassostreae
GCF_001486665.1	Fournierella massiliensis
GCF_001487105.1	Ruminococcus sp. AT10
GCF_001488575.1	Halobacterium hubeiense
GCF_001493375.1	Streptomyces specialis
GCF_001494595.1	Mycobacterium sp. M26
GCF_001494635.1	Olsenella scatoligenes
GCF_001499615.1	Acetobacter senegalensis
GCF_001499655.1	Candidatus Protochlamydia naegleriophila
GCF_001499675.1	Acetobacter ghanensis
GCF_001499755.1	Stenotrophomonas maltophilia
GCF_001499855.1	Mycobacterium sp. GA-0227b
GCF_001499915.1	Mycobacterium sp. GA-1331
GCF_001500285.1	Phialocephala scopiformis
GCF_001500315.1	Staphylococcus auricularis
GCF_001507325.1	Chryseobacterium greenlandense
GCF_001507335.1	Chryseobacterium sp. JAH
GCF_001507665.1	Deinococcus actinosclerus
GCF_001509795.1	Streptomyces sp. NRRL WC-3605
GCF_001511815.1	Streptomyces reticuli
GCF_001513975.1	Streptomyces curacoi
GCF_001514045.1	Streptomyces canus
GCF_001514435.1	Streptococcus thermophilus
GCF_001514455.1	Serratia fonticola
GCF_001514495.1	Paenibacillus pabuli NBRC 13638
GCF_001515305.1	Aquitalea pelogenes
GCF_001518815.1	Pseudomonas oryzihabitans
GCF_001525595.1	Vibrio alginolyticus
GCF_001542405.1	Rhizobium altiplani
GCF_001542565.1	Arthrobacter sp. ATCC 21022
GCF_001543175.1	Aerococcus urinae
GCF_001543265.1	Pseudomonas fragi
GCF_001543285.1	Aerococcus viridans
GCF_001544555.2	Caballeronia udeis
GCF_001546115.1	Paracoccus aminovorans
GCF_001547975.1	Mycoplasma arginini
GCF_001547995.1	Asaia bogorensis NBRC 16594
GCF_001548015.1	Methylobacterium aquaticum
GCF_001548055.1	Sulfurospirillum cavolei
GCF_001548075.1	Rhodovulum sulfidophilum
GCF_001550135.1	Pseudoalteromonas shioyasakiensis
GCF_001552375.1	Cellulomonas iranensis NBRC 101100 = JCM 18110
GCF_001552415.1	Corynebacterium xerosis NBRC 16721
GCF_001552455.1	Microbacterium hydrocarbonoxydans NBRC 103074
GCF_001552475.1	Microbacterium oleivorans NBRC 103075
GCF_001553195.1	Mycoplasma canis PG 14
GCF_001553215.1	Porphyromonas somerae
GCF_001553605.1	Desulfovibrio fairfieldensis
GCF_001553935.1	Actinomyces oris
GCF_001553955.1	Moraxella osloensis
GCF_001556105.1	Pseudoxanthomonas mexicana
GCF_001558255.1	Grimontia hollisae
GCF_001558415.1	Vibrio fluvialis
